FrameId	Locus	GeneSymbol	ProductName	GenbankAccession.version	Entrez	UniprotAccession	UniprotName
G18UU-19727-MONOMER	PP_2351	prpE	propionyl-CoA synthetase	AAN67964.1	24983903	Q88KD9	Q88KD9_PSEPK
G18UU-19726-MONOMER	PP_2350	PP_2350	LysR family transcriptional regulator	AAN67963.1	24983902	Q88KE0	Q88KE0_PSEPK
G18UU-19725-MONOMER	PP_2349	PP_2349	CBS domain protein	AAN67962.1	24983901	Q88KE1	Q88KE1_PSEPK
G18UU-19724-MONOMER	PP_2348	PP_2348	Sensor histidine kinase	AAN67961.1	24983900	Q88KE2	Q88KE2_PSEPK
G18UU-19723-MONOMER	PP_2347	PP_2347	DNA-binding response regulator	AAN67960.1	24983899	Q88KE3	Q88KE3_PSEPK
G18UU-19722-MONOMER	PP_2346	PP_2346	conserved exported protein of unknown function	AAN67959.1	24983898	Q88KE4	Q88KE4_PSEPK
G18UU-19721-MONOMER	PP_2345	PP_2345	conserved exported protein of unknown function	AAN67958.1	24983897	Q88KE5	Q88KE5_PSEPK
G18UU-19720-MONOMER	PP_2344	PP_2344	conserved protein of unknown function	AAN67957.1	24983896	Q88KE6	Q88KE6_PSEPK
G18UU-19719-MONOMER	PP_2343	PP_2343	conserved protein of unknown function	AAN67956.1	24983895	Q88KE7	Q88KE7_PSEPK
G18UU-19718-MONOMER	PP_2342	PP_2342	conserved protein of unknown function	AAN67955.1	24983894	Q88KE8	Q88KE8_PSEPK
G18UU-19717-MONOMER	PP_5519	PP_5519	conserved protein of unknown function of phage origin	AMM02856.1	1001555734	A0A140FW73	A0A140FW73_PSEPK
G18UU-19716-MONOMER	PP_2341	queD	6-carboxy-5,6,7,8-tetrahydropterin synthase	AAN67954.1	24983893	Q88KE9	Q88KE9_PSEPK
G18UU-19715-MONOMER	PP_2340	PP_2340	conserved protein of unknown function	AAN67953.1	24983892	Q88KF0	Q88KF0_PSEPK
G18UU-19714-MONOMER	PP_2339	acnB	bifunctional aconitate hydratase 2 and 2-methylisocitrate dehydratase	AAN67952.1	24983890	Q88KF1	Q88KF1_PSEPK
G18UU-19713-MONOMER	PP_2338	prpD	2-methylcitrate dehydratase	AAN67951.1	24983889	Q88KF2	Q88KF2_PSEPK
G18UU-19712-MONOMER	PP_2337	prpF	aconitate isomerase	AAN67950.1	24983888	Q88KF3	Q88KF3_PSEPK
G18UU-19711-MONOMER	PP_2336	acnA-II	aconitate hydratase 1	AAN67949.1	24983887	Q88KF4	Q88KF4_PSEPK
G18UU-19710-MONOMER	PP_2335	prpC	methylcitrate synthase	AAN67948.1	24983886	Q88KF5	Q88KF5_PSEPK
G18UU-19709-MONOMER	PP_2334	mmgF	2-methylisocitrate lyase	AAN67947.1	24983885	Q88KF6	Q88KF6_PSEPK
G18UU-19708-MONOMER	PP_2333	PP_2333	GntR family transcriptional regulator	AAN67946.1	24983884	Q88KF7	Q88KF7_PSEPK
G18UU-19707-MONOMER	PP_2332	PP_2332	conserved exported protein of unknown function	AAN67945.1	24983882	Q88KF8	Q88KF8_PSEPK
G18UU-19706-MONOMER	PP_2331	PP_2331	conserved membrane protein of unknown function	AAN67944.1	24983881	Q88KF9	Q88KF9_PSEPK
G18UU-19705-MONOMER	PP_2330	PP_2330	conserved protein of unknown function	AAN67943.1	24983880	Q88KG0	Q88KG0_PSEPK
G18UU-19704-MONOMER	PP_2329	pabB	aminodeoxychorismate synthase / para-aminobenzoate synthase multi-enzyme complex	AAN67942.1	24983879	Q88KG1	Q88KG1_PSEPK
G18UU-19703-MONOMER	PP_2328	cysH	Phosphoadenosine phosphosulfate reductase	AAN67941.1	24983878	Q88KG2	Q88KG2_PSEPK
G18UU-19702-MONOMER	PP_2327	cysB	transcriptional dual regulator / CysB-O-acetyl-L-serine	AAN67940.1	24983877	Q88KG3	Q88KG3_PSEPK
G18UU-19701-MONOMER	PP_2326	PP_2326	Universal stress protein	AAN67939.1	24983876	Q88KG4	Q88KG4_PSEPK
G18UU-19700-MONOMER	PP_2325	PP_2325	2-dehydropantoate 2-reductase	AAN67938.1	24983875	Q88KG5	Q88KG5_PSEPK
G18UU-19699-MONOMER	PP_2324	aroF-I	tyr-sensitive phospho-2-dehydro-3-deoxyheptonate aldolase	AAN67937.1	24983874	Q88KG6	Q88KG6_PSEPK
G18UU-19698-MONOMER	PP_2323	PP_2323	conserved protein of unknown function	AAN67936.1	24983873	Q88KG7	Q88KG7_PSEPK
G18UU-19696-MONOMER	PP_2322	oprI	Major outer membrane lipoprotein	AAN67935.1	24983871	Q88KG8	Q88KG8_PSEPK
G18UU-19695-MONOMER	PP_2320	PP_2320	conserved exported protein of unknown function	AAN67933.1	24983869	Q88KH0	Q88KH0_PSEPK
G18UU-19694-MONOMER	PP_2319	PP_2319	conserved protein of unknown function	AAN67932.1	24983868	Q88KH1	Q88KH1_PSEPK
G18UU-19693-MONOMER	PP_2318	tesA	acyl-CoA thioesterase I/protease I/lysophospholipase L1	AAN67931.1	24983867	Q88KH2	Q88KH2_PSEPK
G18UU-19692-MONOMER	PP_2317	ybbA	putative ABC transporter - ATP binding subunit	AAN67930.1	24983866	Q88KH3	Q88KH3_PSEPK
G18UU-19691-MONOMER	PP_2316	PP_2316	putative ABC transporter, permease protein	AAN67929.1	24983865	Q88KH4	Q88KH4_PSEPK
G18UU-19690-MONOMER	PP_2315	greB	Transcription elongation factor GreB	AAN67928.1	24983864	Q88KH5	GREB_PSEPK
G18UU-19689-MONOMER	PP_2314	PP_2314	conserved protein of unknown function	AAN67927.1	24983863	Q88KH6	Q88KH6_PSEPK
G18UU-19688-MONOMER	PP_2313	PP_2313	conserved membrane protein of unknown function	AAN67926.1	24983862	Q88KH7	Q88KH7_PSEPK
G18UU-19687-MONOMER	PP_2312	PP_2312	Lytic transglycosylase family protein	AAN67925.1	24983861	Q88KH8	Q88KH8_PSEPK
G18UU-19686-MONOMER	PP_2311	tatD	Mg-dependent cytoplasmic DNase / RNase	AAN67924.1	24983860	Q88KH9	Q88KH9_PSEPK
G18UU-19685-MONOMER	PP_2310	PP_2310	Methyl-accepting chemotaxis transducer	AAN67923.1	24983858	Q88KI0	Q88KI0_PSEPK
G18UU-19684-MONOMER	PP_2309	PP_2309	conserved protein of unknown function	AAN67922.1	24983857	Q88KI1	Q88KI1_PSEPK
G18UU-19683-MONOMER	PP_2308	PP_2308	putative Acyl-CoA thioesterase II	AAN67921.1	24983856	Q88KI2	Q88KI2_PSEPK
G18UU-19682-MONOMER	PP_2307	PP_2307	conserved protein of unknown function	AAN67920.1	24983855	Q88KI3	Q88KI3_PSEPK
G18UU-19681-MONOMER	PP_2306	PP_2306	conserved exported protein of unknown function	AAN67919.1	24983854	Q88KI4	Q88KI4_PSEPK
G18UU-19680-MONOMER	PP_2305	PP_2305	conserved protein of unknown function	AAN67918.1	24983853	Q88KI5	Q88KI5_PSEPK
G18UU-19679-MONOMER	PP_2304	PP_2304	putative Peptidyl-prolyl cis-trans isomerase D	AAN67917.1	24983852	Q88KI6	Q88KI6_PSEPK
G18UU-19678-MONOMER	PP_2303	hupB	DNA binding regulator, beta subunit B	AAN67916.1	24983851	Q88KI7	Q88KI7_PSEPK
G18UU-19677-MONOMER	PP_2302	lon-II	DNA-binding, ATP-dependent protease	AAN67915.1	24983850	Q88KI8	Q88KI8_PSEPK
G18UU-19676-MONOMER	PP_2301	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	AAN67914.1	24983848	Q88KI9	CLPX_PSEPK
G18UU-19675-MONOMER	PP_2300	clpP	ATP-dependent Clp protease proteolytic subunit	AAN67913.1	24983847	Q88KJ0	CLPP_PSEPK
G18UU-19674-MONOMER	PP_2299	tig	Trigger factor	AAN67912.1	24983846	Q88KJ1	TIG_PSEPK
G18UU-19673-MONOMER	PP_2298	PP_2298	conserved protein of unknown function	AAN67911.1	24983845	Q88KJ2	Q88KJ2_PSEPK
G18UU-19671-MONOMER	PP_2297	PP_2297	putative integrative genetic element Ppu40, integrase	AAN67910.2	1001555733	Q88KJ3	Q88KJ3_PSEPK
G18UU-19670-MONOMER	PP_2296	PP_2296	conserved protein of unknown function	AAN67909.1	24983843	Q88KJ4	Q88KJ4_PSEPK
G18UU-19669-MONOMER	PP_2295	PP_2295	putative antirestriction protein	AAN67908.1	24983842	Q88KJ5	Q88KJ5_PSEPK
G18UU-19668-MONOMER	PP_5517	PP_5517	conserved exported protein of unknown function	AMM02855.1	1001555732	A0A140FW72	A0A140FW72_PSEPK
G18UU-19667-MONOMER	PP_5516	PP_5516	protein of unknown function	AMM02854.1	1001555731	A0A140FW71	A0A140FW71_PSEPK
G18UU-19666-MONOMER	PP_5515	PP_5515	protein of unknown function	AMM02853.1	1001555730	A0A140FW70	A0A140FW70_PSEPK
G18UU-19665-MONOMER	PP_2294	PP_2294	conserved exported protein of unknown function	AAN67907.1	24983841	Q88KJ6	Q88KJ6_PSEPK
G18UU-19664-MONOMER	PP_2293	PP_2293	DNA maturase B	AAN67906.1	24983840	Q88KJ7	Q88KJ7_PSEPK
G18UU-19663-MONOMER	PP_2292	PP_2292	conserved protein of unknown function	AAN67905.1	24983838	Q88KJ8	Q88KJ8_PSEPK
G18UU-19662-MONOMER	PP_2291	PP_2291	conserved protein of unknown function	AAN67904.1	24983837	Q88KJ9	Q88KJ9_PSEPK
G18UU-19661-MONOMER	PP_2290	PP_2290	conserved protein of unknown function	AAN67903.1	24983836	Q88KK0	Q88KK0_PSEPK
G18UU-19660-MONOMER	PP_2289	PP_2289	conserved exported protein of unknown function	AAN67902.1	24983835	Q88KK1	Q88KK1_PSEPK
G18UU-19659-MONOMER	PP_2288	PP_2288	Phage tail fiber protein	AAN67901.1	24983834	Q88KK2	Q88KK2_PSEPK
G18UU-19658-MONOMER	PP_2287	PP_2287	Phage internal core protein	AAN67900.1	24983833	Q88KK3	Q88KK3_PSEPK
G18UU-19657-MONOMER	PP_2286	PP_2286	conserved protein of unknown function	AAN67899.1	24983832	Q88KK4	Q88KK4_PSEPK
G18UU-19656-MONOMER	PP_2285	PP_2285	conserved exported protein of unknown function	AAN67898.1	24983831	Q88KK5	Q88KK5_PSEPK
G18UU-19655-MONOMER	PP_5514	PP_5514	conserved protein of unknown function	AMM02852.1	1001555729	A0A140FW69	A0A140FW69_PSEPK
G18UU-19654-MONOMER	PP_2284	PP_2284	Tail tubular protein B	AAN67897.1	24983829	Q88KK6	Q88KK6_PSEPK
G18UU-19653-MONOMER	PP_2283	PP_2283	Tail tubular protein A	AAN67896.1	24983828	Q88KK7	Q88KK7_PSEPK
G18UU-19652-MONOMER	PP_2282	PP_2282	Minor capsid protein 10	AAN67895.1	24983827	Q88KK8	Q88KK8_PSEPK
G18UU-19651-MONOMER	PP_5513	PP_5513	conserved protein of unknown function of phage origin	AMM02851.1	1001555728	A0A140FW68	A0A140FW68_PSEPK
G18UU-19650-MONOMER	PP_2281	PP_2281	putative Capsid assembly protein	AAN67894.1	24983826	Q88KK9	Q88KK9_PSEPK
G18UU-19649-MONOMER	PP_2280	PP_2280	conserved protein of unknown function	AAN67893.1	24983825	Q88KL0	Q88KL0_PSEPK
G18UU-19648-MONOMER	PP_2279	PP_2279	Head-to-tail joining protein	AAN67892.1	24983824	Q88KL1	Q88KL1_PSEPK
G18UU-19647-MONOMER	PP_5512	PP_5512	protein of unknown function	AMM02850.1	1001555727	A0A140FW67	A0A140FW67_PSEPK
G18UU-19646-MONOMER	PP_2278	PP_2278	conserved protein of unknown function	AAN67891.1	24983823	Q88KL2	Q88KL2_PSEPK
G18UU-19645-MONOMER	PP_2277	PP_2277	conserved protein of unknown function	AAN67890.1	24983822	Q88KL3	Q88KL3_PSEPK
G18UU-19644-MONOMER	PP_2276	PP_2276	putative phage exonuclease	AAN67889.2	1001555726	Q88KL4	Q88KL4_PSEPK
G18UU-19643-MONOMER	PP_2275	PP_2275	conserved protein of unknown function	AAN67888.1	24983819	Q88KL5	Q88KL5_PSEPK
G18UU-19642-MONOMER	PP_2274	PP_2274	conserved protein of unknown function	AAN67887.1	24983818	Q88KL6	Q88KL6_PSEPK
G18UU-19641-MONOMER	PP_2273	PP_2273	DNA polymerase I from phage origin	AAN67886.2	1001555725	Q88KL7	Q88KL7_PSEPK
G18UU-19640-MONOMER	PP_5511	PP_5511	protein of unknown function	AMM02849.1	1001555724	A0A140FW66	A0A140FW66_PSEPK
G18UU-19639-MONOMER	PP_2272	PP_2272	conserved protein of unknown function	AAN67885.1	24983816	Q88KL8	Q88KL8_PSEPK
G18UU-19638-MONOMER	PP_5510	PP_5510	protein of unknown function	AMM02848.1	1001555723	A0A140FW65	A0A140FW65_PSEPK
G18UU-19637-MONOMER	PP_5509	PP_5509	conserved exported protein of unknown function	AMM02847.1	1001555722	A0A140FW64	A0A140FW64_PSEPK
G18UU-19636-MONOMER	PP_5508	PP_5508	conserved protein of unknown function	AMM02846.1	1001555721	A0A140FW63	A0A140FW63_PSEPK
G18UU-19635-MONOMER	PP_2270	PP_2270	putative DNA primase/helicase protein	AAN67883.2	1001555720	Q88KM0	Q88KM0_PSEPK
G18UU-19634-MONOMER	PP_2269	PP_2269	putative N-acetylmuramoyl-L-alanine amidase	AAN67882.1	24983813	Q88KM1	Q88KM1_PSEPK
G18UU-19633-MONOMER	PP_2268	PP_2268	Phage endodeoxyribonuclease I	AAN67881.1	24983812	Q88KM2	Q88KM2_PSEPK
G18UU-19632-MONOMER	PP_2267	PP_2267	putative Phage single-stranded DNA-binding protein	AAN67880.1	24983811	Q88KM3	Q88KM3_PSEPK
G18UU-19631-MONOMER	PP_5507	PP_5507	protein of unknown function	AMM02845.1	1001555719	A0A140FW62	A0A140FW62_PSEPK
G18UU-19630-MONOMER	PP_2266	PP_2266	DNA-directed RNA polymerase, bacteriophage and mitochondrial type	AAN67879.1	24983810	Q88KM4	Q88KM4_PSEPK
G18UU-19626-MONOMER	PP_2265	folD-II	methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase	AAN67878.1	24983808	Q88KM5	FOLD2_PSEPK
G18UU-19624-MONOMER	PP_5505	PP_5505	conserved transmembrane protein of unknown function	AMM02844.1	1001555718	A0A140FW61	A0A140FW61_PSEPK
G18UU-19619-MONOMER	PP_2259	PP_2259	putative sigma-54 dependent transcriptional regulator	AAN67872.1	24983802	Q88KN1	Q88KN1_PSEPK
G18UU-19618-MONOMER	PP_2258	PP_2258	Sensory box protein	AAN67871.1	24983800	Q88KN2	Q88KN2_PSEPK
G18UU-19617-MONOMER	PP_2257	PP_2257	putative aerotaxis receptor	AAN67870.1	24983799	Q88KN3	Q88KN3_PSEPK
G18UU-19616-MONOMER	PP_2256	PP_2256	Transcriptional regulator, Cro/CI family	AAN67869.1	24983798	Q88KN4	Q88KN4_PSEPK
G18UU-19614-MONOMER	PP_2254	PP_2254	Transcriptional regulator, GntR family	AAN67867.1	24983796	Q88KN6	Q88KN6_PSEPK
G18UU-19613-MONOMER	PP_2253	PP_2253	Transcriptional regulator, GntR family	AAN67866.1	24983795	Q88KN7	Q88KN7_PSEPK
G18UU-19612-MONOMER	PP_2252	PP_2252	conserved exported protein of unknown function	AAN67865.1	24983794	Q88KN8	Q88KN8_PSEPK
G18UU-19611-MONOMER	PP_2251	PP_2251	conserved membrane protein of unknown function	AAN67864.1	24983793	Q88KN9	Q88KN9_PSEPK
G18UU-19610-MONOMER	PP_2250	PP_2250	Transcriptional regulator, LysR family	AAN67863.1	24983792	Q88KP0	Q88KP0_PSEPK
G18UU-19609-MONOMER	PP_2249	pctB	Methyl-accepting chemotaxis protein PctB	AAN67862.1	24983791	Q88KP1	MCPA_PSEPK
G18UU-19608-MONOMER	PP_2248	PP_2248	putative transporter	AAN67861.1	24983790	Q88KP2	Q88KP2_PSEPK
G18UU-19607-MONOMER	PP_2247	PP_2247	putative Endoribonuclease	AAN67860.1	24983788	Q88KP3	Q88KP3_PSEPK
G18UU-19606-MONOMER	PP_2246	dauA	catabolic D-arginine dehydrogenase, FAD-dependent	AAN67859.1	24983787	Q88KP4	Q88KP4_PSEPK
G18UU-19605-MONOMER	PP_2245	PP_2245	Transcriptional regulator, Cro/CI family	AAN67858.1	24983786	Q88KP5	Q88KP5_PSEPK
G18UU-19604-MONOMER	PP_2244	PP_2244	putative transmembrane protein TauE like	AAN67857.1	24983785	Q88KP6	Q88KP6_PSEPK
G18UU-19603-MONOMER	PP_2243	PP_2243	conserved protein of unknown function	AAN67856.1	24983784	Q88KP7	Q88KP7_PSEPK
G18UU-19602-MONOMER	PP_2242	fepA	ferric enterobactin transport system outer membrane subunit	AAN67855.1	24983783	Q88KP8	Q88KP8_PSEPK
G18UU-19601-MONOMER	PP_2241	PP_2241	putative major facilitator family transporter	AAN67854.2	1001555716	Q88KP9	Q88KP9_PSEPK
G18UU-19600-MONOMER	PP_2240	PP_2240	putative ABC efflux transporter, permease/ATP-binding protein	AAN67853.1	24983781	Q88KQ0	Q88KQ0_PSEPK
G18UU-19593-MONOMER	PP_5504	PP_5504	conserved protein of unknown function	AMM02843.1	1001555715	A0A140FW60	A0A140FW60_PSEPK
G18UU-19592-MONOMER	PP_2238	PP_2238	putative metallopeptidase	AAN67851.1	24983778	Q88KQ2	Q88KQ2_PSEPK
G18UU-19591-MONOMER	PP_2237	PP_2237	conserved protein of unknown function	AAN67850.1	24983777	Q88KQ3	Q88KQ3_PSEPK
G18UU-19590-MONOMER	PP_2236	PP_2236	putative hydrolase of the alpha/beta superfamily	AAN67849.2	1001555714	Q88KQ4	Q88KQ4_PSEPK
G18UU-19589-MONOMER	PP_2235	PP_2235	conserved protein of unknown function	AAN67848.1	24983775	Q88KQ5	Q88KQ5_PSEPK
G18UU-19588-MONOMER	PP_2234	PP_2234	Transcriptional regulator, AraC family	AAN67847.1	24983773	Q88KQ6	Q88KQ6_PSEPK
G18UU-19587-MONOMER	PP_2233	PP_2233	Hydrolase, isochorismatase family	AAN67846.1	24983772	Q88KQ7	Q88KQ7_PSEPK
G18UU-19586-MONOMER	PP_2232	PP_2232	XRE family transcriptional regulator	AAN67845.1	24983771	Q88KQ8	Q88KQ8_PSEPK
G18UU-19585-MONOMER	PP_2231	PP_2231	putative permease of the drug/metabolite transporter (DMT) superfamily	AAN67844.2	1001555713	Q88KQ9	Q88KQ9_PSEPK
G18UU-19584-MONOMER	PP_2230	mrpAB	putative K(+)/H(+) antiporter subunit A/B	AAN67843.1	24983769	Q88KR0	Q88KR0_PSEPK
G18UU-19583-MONOMER	PP_2229	mrpC	putative K(+)/H(+) antiporter subunit C	AAN67842.1	24983768	Q88KR1	Q88KR1_PSEPK
G18UU-19582-MONOMER	PP_2228	mrpD	putative K(+)/H(+) antiporter subunit D	AAN67841.1	24983767	Q88KR2	Q88KR2_PSEPK
G18UU-19580-MONOMER	PP_2226	mrpF	putative K(+)/H(+) antiporter subunit F	AAN67839.1	24983765	Q88KR4	Q88KR4_PSEPK
G18UU-19578-MONOMER	PP_2224	PP_2224	conserved protein of unknown function	AAN67837.1	24983763	Q88KR6	Q88KR6_PSEPK
G18UU-19577-MONOMER	PP_2223	PP_2223	conserved protein of unknown function	AAN67836.1	24983762	Q88KR7	Q88KR7_PSEPK
G18UU-19576-MONOMER	PP_2222	PP_2222	conserved protein of unknown function	AAN67835.1	24983760	Q88KR8	Q88KR8_PSEPK
G18UU-19575-MONOMER	PP_2220	PP_2220	C4-type zinc finger protein, DksA/TraR family	AAN67833.1	24983758	Q88KS0	Q88KS0_PSEPK
G18UU-19574-MONOMER	PP_2219	PP_2219	conserved protein of unknown function	AAN67832.1	24983757	Q88KS1	Q88KS1_PSEPK
G18UU-19573-MONOMER	PP_2218	PP_2218	transposase	AAN67831.1	24983756	Q877V8	Q877V8_PSEPK
G18UU-19572-MONOMER	PP_2217	PP_2217	enoyl-CoA hydratase	AAN67830.1	24983755	Q88KS2	Q88KS2_PSEPK
G18UU-19571-MONOMER	PP_2216	acd	short-chain acyl-CoA dehydrogenase	AAN67829.1	24983754	Q88KS3	Q88KS3_PSEPK
G18UU-19570-MONOMER	PP_2215	PP_2215	acetyl-CoA acetyltransferase	AAN67828.1	24983753	Q88KS4	Q88KS4_PSEPK
G18UU-19569-MONOMER	PP_2214	fadBA	3-hydroxyacyl-CoA dehydrogenase type-2	AAN67827.1	24983752	Q88KS5	Q88KS5_PSEPK
G18UU-19568-MONOMER	PP_2213	PP_2213	putative acyl-CoA synthetase	AAN67826.1	24983751	Q88KS6	Q88KS6_PSEPK
G18UU-19567-MONOMER	PP_2212	PP_2212	Leucine-rich repeat domain protein	AAN67825.1	24983749	Q88KS7	Q88KS7_PSEPK
G18UU-19566-MONOMER	PP_2211	PP_2211	Transcriptional regulator, AraC family	AAN67824.1	24983748	Q88KS8	Q88KS8_PSEPK
G18UU-19565-MONOMER	PP_2210	PP_2210	LysR family transcriptional regulator	AAN67823.1	24983747	Q88KS9	Q88KS9_PSEPK
G18UU-19564-MONOMER	PP_2209	phnW	2-aminoethylphosphonate--pyruvate transaminase	AAN67822.1	24983746	Q88KT0	PHNW_PSEPK
G18UU-19563-MONOMER	PP_2208	phnX	phosphonoacetaldehyde hydrolase	AAN67821.1	24983745	Q88KT1	PHNX_PSEPK
G18UU-19562-MONOMER	PP_2207	PP_2207	conserved membrane protein of unknown function	AAN67820.1	24983744	Q88KT2	Q88KT2_PSEPK
G18UU-19561-MONOMER	PP_2206	yegQ	putative peptidase	AAN67819.1	24983743	Q88KT3	Q88KT3_PSEPK
G18UU-19560-MONOMER	PP_2205	copA-I	copper resistance protein A	AAN67818.1	24983741	Q88KT4	Q88KT4_PSEPK
G18UU-19559-MONOMER	PP_2204	copB-I	copper resistance protein B	AAN67817.1	24983740	Q88KT5	Q88KT5_PSEPK
G18UU-19558-MONOMER	PP_2203	PP_2203	conserved protein of unknown function	AAN67816.1	24983739	Q88KT6	Q88KT6_PSEPK
G18UU-19557-MONOMER	PP_2202	PP_2202	conserved membrane protein of unknown function	AAN67815.1	24983738	Q88KT7	Q88KT7_PSEPK
G18UU-19556-MONOMER	PP_2201	PP_2201	Hydrolase, alpha/beta fold family	AAN67814.1	24983737	Q88KT8	Q88KT8_PSEPK
G18UU-19555-MONOMER	PP_2200	PP_2200	conserved protein of unknown function	AAN67813.1	24983736	Q88KT9	Q88KT9_PSEPK
G18UU-19554-MONOMER	PP_2199	PP_2199	conserved protein of unknown function	AAN67812.1	24983735	Q88KU0	Q88KU0_PSEPK
G18UU-19553-MONOMER	PP_2198	yliI	aldose sugar dehydrogenase	AAN67811.1	24983734	Q88KU1	Q88KU1_PSEPK
G18UU-19552-MONOMER	PP_2197	PP_2197	conserved exported protein of unknown function	AAN67810.1	24983733	Q88KU2	Q88KU2_PSEPK
G18UU-19551-MONOMER	PP_2196	speB	agmatinase	AAN67809.1	24983732	Q88KU3	Q88KU3_PSEPK
G18UU-19550-MONOMER	PP_2195	PP_2195	Putrescine-binding periplasmic protein	AAN67808.1	24983731	Q88KU4	Q88KU4_PSEPK
G18UU-19549-MONOMER	PP_2194	PP_2194	Transcriptional regulator, LysR family	AAN67807.1	24983729	Q88KU5	Q88KU5_PSEPK
G18UU-19548-MONOMER	PP_2193	PP_2193	Outer membrane ferric siderophore receptor	AAN67806.1	24983728	Q88KU6	Q88KU6_PSEPK
G18UU-19547-MONOMER	PP_2192	PP_2192	putative RNA polymerase sigma-70 factor, ECF subfamily/transmembrane sensor protein	AAN67805.1	24983727	Q88KU7	Q88KU7_PSEPK
G18UU-19546-MONOMER	PP_2191	PP_2191	putative Lipoprotein	AAN67804.1	24983726	Q88KU8	Q88KU8_PSEPK
G18UU-19545-MONOMER	PP_2190	PP_2190	conserved protein of unknown function	AAN67803.1	24983725	Q88KU9	Q88KU9_PSEPK
G18UU-19544-MONOMER	PP_2189	PP_2189	conserved protein of unknown function	AAN67802.1	24983724	Q88KV0	Q88KV0_PSEPK
G18UU-19543-MONOMER	PP_2188	PP_2188	putative tRNA-(Ms(2)io(6)a)-hydroxylase	AAN67801.1	24983723	Q88KV1	Q88KV1_PSEPK
G18UU-19542-MONOMER	PP_2187	PP_2187	Universal stress protein family	AAN67800.1	24983722	Q88KV2	Q88KV2_PSEPK
G18UU-19541-MONOMER	PP_2186	PP_2186	putative Formate dehydrogenase, delta subunit	AAN67799.1	24983721	Q88KV3	Q88KV3_PSEPK
G18UU-19540-MONOMER	PP_2185	PP_2185	putative Formate dehydrogenase, alpha subunit	AAN67798.1	24983720	Q88KV4	Q88KV4_PSEPK
G18UU-19539-MONOMER	PP_2184	PP_2184	putative Formate dehydrogenase, beta subunit	AAN67797.1	24983719	Q88KV5	Q88KV5_PSEPK
G18UU-19538-MONOMER	PP_2183	PP_2183	putative Formate dehydrogenase, gamma subunit	AAN67796.1	24983718	Q88KV6	Q88KV6_PSEPK
G18UU-19537-MONOMER	PP_2182	PP_2182	conserved protein of unknown function	AAN67795.1	24983716	Q88KV7	Q88KV7_PSEPK
G18UU-19536-MONOMER	PP_2181	PP_2181	Transcriptional regulator, Cro/CI family	AAN67794.1	24983715	Q88KV8	Q88KV8_PSEPK
G18UU-19535-MONOMER	PP_2180	spuC-I	polyamine:pyruvate transaminase	AAN67793.1	24983714	Q88KV9	Q88KV9_PSEPK
G18UU-19534-MONOMER	PP_2179	spuA	glutamine amidotransferase	AAN67792.1	24983713	Q88KW0	Q88KW0_PSEPK
G18UU-19533-MONOMER	PP_2178	puuA-I	glutamate-putrescine ligase	AAN67791.1	24983712	Q88KW1	Q88KW1_PSEPK
G18UU-19532-MONOMER	PP_2177	PP_2177	putative transcriptional regulator	AAN67790.1	24983711	Q88KW2	Q88KW2_PSEPK
G18UU-19531-MONOMER	PP_2176	PP_2176	transcriptional regulator, LysR family	AAN67789.2	1001555712	Q88KW3	Q88KW3_PSEPK
G18UU-19530-MONOMER	PP_2175	PP_2175	putative 3-oxoacyl-(Acyl-carrier-protein) reductase	AAN67788.1	24983709	Q88KW4	Q88KW4_PSEPK
G18UU-19529-MONOMER	PP_2174	PP_2174	conserved protein of unknown function	AAN67787.1	24983708	Q88KW5	Q88KW5_PSEPK
G18UU-19528-MONOMER	PP_2173	PP_2173	Transcriptional regulator, AraC family	AAN67786.1	24983707	Q88KW6	Q88KW6_PSEPK
G18UU-19527-MONOMER	PP_2172	PP_2172	conserved exported protein of unknown function	AAN67785.1	24983706	Q88KW7	Q88KW7_PSEPK
G18UU-19526-MONOMER	PP_2171	PP_2171	Transporter, LysE family	AAN67784.1	24983704	Q88KW8	Q88KW8_PSEPK
G18UU-19525-MONOMER	PP_2170	PP_2170	putative enzyme, chorismate mutase family protein	AAN67783.1	24983703	Q88KW9	Q88KW9_PSEPK
G18UU-19524-MONOMER	PP_2169	dusA	tRNA-dihydrouridine synthase A	AAN67782.1	24983702	Q88KX0	DUSA_PSEPK
G18UU-19523-MONOMER	PP_2168	tal	Transaldolase	AAN67781.1	24983701	Q88KX1	TAL_PSEPK
G18UU-19522-MONOMER	PP_2167	PP_2167	putative PhoD-like phosphatase	AAN67780.1	24983700	Q88KX2	Q88KX2_PSEPK
G18UU-19521-MONOMER	PP_2166	PP_2166	Anti-anti-sigma factor	AAN67779.1	24983699	Q88KX3	Q88KX3_PSEPK
G18UU-19520-MONOMER	PP_2165	PP_2165	Response regulator	AAN67778.1	24983698	Q88KX4	Q88KX4_PSEPK
G18UU-19519-MONOMER	PP_2164	PP_2164	conserved protein of unknown function	AAN67777.1	24983697	Q88KX5	Q88KX5_PSEPK
G18UU-19518-MONOMER	PP_2163	vacJ	VacJ lipoprotein	AAN67776.1	24983696	Q88KX6	Q88KX6_PSEPK
G18UU-19517-MONOMER	PP_2162	PP_2162	putative phosphonoacetaldehyde phosphonohydrolase-related protein	AAN67775.1	24983695	Q88KX7	Q88KX7_PSEPK
